medidor,kwh_a,delta_kwh_a,kvah_a,delta_kvah_a,tensao_a,corrente_a,kwh_b,delta_kwh_b,kvah_b,delta_kvah_b,tensao_b,corrente_b,kwh_c,delta_kwh_c,kvah_c,delta_kvah_c,tensao_c,corrente_c,temperatura,conexao_wifi,conexao_ethernet,cartao_sd,rtc,data,criado_em
Med. 2 de consumo em rede trifasica (Need),0.34741,0.0011,0.39182,0.00111,219.35,5.15,0.49253,0.0001,0.63994,0.00021,221.1,1.09,0.18038,0.00019,0.25327,0.00026,220.68,1.39,,True,False,False,True,2020-04-20 18:26:53+00:00,2020-04-20 18:27:55.605652+00:00
Med. 2 de consumo em rede trifasica (Need),0.34631,0.00108,0.39071,0.0011,219.6,5.15,0.49243,0.00011,0.63973,0.00024,221.1,1.12,0.18019,0.00018,0.25301,0.00026,220.21,1.36,,True,False,False,True,2020-04-20 18:24:20+00:00,2020-04-20 18:25:22.507590+00:00
Med. 2 de consumo em rede trifasica (Need),0.34523,0.00111,0.38961,0.00112,218.11,5.18,0.49232,0.00012,0.63949,0.00046,220.04,1.11,0.18001,0.00019,0.25275,0.00026,219.16,1.38,,True,False,False,True,2020-04-20 18:21:50+00:00,2020-04-20 18:22:51.649722+00:00
Med. 2 de consumo em rede trifasica (Need),0.34412,0.0011,0.38849,0.00111,218.25,5.15,0.4922,0.00011,0.63903,0.00035,220.35,1.14,0.17982,0.00019,0.25249,0.00027,219.56,1.42,,True,False,False,True,2020-04-20 18:19:19+00:00,2020-04-20 18:20:25.379440+00:00
Med. 2 de consumo em rede trifasica (Need),0.34302,0.00108,0.38738,0.0011,218.03,5.15,0.49209,0.00011,0.63868,0.00021,219.76,1.1,0.17963,0.00018,0.25222,0.00025,219.35,1.47,,True,False,False,True,2020-04-20 18:16:49+00:00,2020-04-20 18:17:50.803804+00:00
Med. 2 de consumo em rede trifasica (Need),0.34194,0.00108,0.38628,0.0011,218.19,5.15,0.49198,0.00011,0.63847,0.00027,219.6,1.2,0.17945,0.00051,0.25197,0.00066,218.95,1.79,,True,False,False,True,2020-04-20 18:14:18+00:00,2020-04-20 18:15:23.087781+00:00
Med. 2 de consumo em rede trifasica (Need),0.34086,0.00108,0.38518,0.00109,218.18,5.1,0.49187,0.00011,0.6382,0.00021,219.91,1.3,0.17894,0.00028,0.25131,0.00035,219.3,1.85,,True,False,False,True,2020-04-20 18:11:45+00:00,2020-04-20 18:12:47.639361+00:00
Med. 2 de consumo em rede trifasica (Need),0.33978,0.00107,0.38409,0.00108,218.1,5.13,0.49176,0.00015,0.63799,0.00032,220.21,1.15,0.17866,0.00028,0.25096,0.00036,219.55,1.83,,True,False,False,True,2020-04-20 18:09:15+00:00,2020-04-20 18:10:17.077439+00:00
Med. 2 de consumo em rede trifasica (Need),0.33871,0.00108,0.38301,0.00109,217.82,5.15,0.49161,0.00013,0.63767,0.00026,219.72,1.11,0.17838,0.00028,0.2506,0.00035,219.09,1.78,,True,False,False,True,2020-04-20 18:06:45+00:00,2020-04-20 18:07:49.122191+00:00
Med. 2 de consumo em rede trifasica (Need),0.33763,0.00109,0.38192,0.0011,217.35,5.18,0.49148,0.0001,0.63741,0.0002,219.47,1.11,0.1781,0.00028,0.25025,0.00035,219.43,1.76,,True,False,False,True,2020-04-20 18:04:14+00:00,2020-04-20 18:05:18.707377+00:00
Med. 2 de consumo em rede trifasica (Need),0.33654,0.00109,0.38082,0.0011,217.64,5.2,0.49138,0.00011,0.63721,0.00038,219.59,1.12,0.17782,0.00021,0.2499,0.00029,219.93,1.49,,True,False,False,True,2020-04-20 18:01:43+00:00,2020-04-20 18:02:45.993384+00:00
Med. 2 de consumo em rede trifasica (Need),0.33545,0.00147,0.37972,0.00149,216.82,5.24,0.49127,0.00013,0.63683,0.00025,219.14,1.1,0.17761,0.00042,0.24961,0.00063,219.52,1.54,,True,False,False,True,2020-04-20 17:59:11+00:00,2020-04-20 18:00:13.153729+00:00
Med. 2 de consumo em rede trifasica (Need),0.33398,0.00112,0.37823,0.00113,217.14,5.25,0.49114,0.0001,0.63658,0.0002,219.49,1.14,0.17719,0.00045,0.24898,0.00065,219.38,1.55,,True,False,False,True,2020-04-20 17:56:40+00:00,2020-04-20 17:57:42.614298+00:00
Med. 2 de consumo em rede trifasica (Need),0.33286,0.0011,0.3771,0.00111,216.79,5.23,0.49104,7e-05,0.63638,0.00014,219.48,1.11,0.17674,0.0002,0.24833,0.00028,219.28,1.5,,True,False,False,True,2020-04-20 17:54:10+00:00,2020-04-20 17:55:11.929737+00:00
Med. 2 de consumo em rede trifasica (Need),0.33176,0.00108,0.37599,0.0011,217.11,5.23,0.49097,0.00011,0.63624,0.00023,219.72,1.15,0.17654,0.00021,0.24805,0.00029,219.3,1.54,,True,False,False,True,2020-04-20 17:51:39+00:00,2020-04-20 17:52:41.614124+00:00
Med. 2 de consumo em rede trifasica (Need),0.33068,0.0011,0.37489,0.00111,217.17,5.27,0.49086,0.00012,0.63601,0.00024,219.69,1.12,0.17633,0.00021,0.24776,0.00029,219.62,1.5,,True,False,False,True,2020-04-20 17:49:09+00:00,2020-04-20 17:50:11.284876+00:00
Med. 2 de consumo em rede trifasica (Need),0.32958,0.0011,0.37378,0.00111,217.06,5.27,0.49074,0.00011,0.63577,0.00035,219.7,1.1,0.17612,0.00021,0.24747,0.00029,219.66,1.52,,True,False,False,True,2020-04-20 17:46:39+00:00,2020-04-20 17:47:41.628644+00:00
Med. 2 de consumo em rede trifasica (Need),0.32848,0.00112,0.37267,0.00113,217.3,5.32,0.49063,0.0001,0.63542,0.0002,219.98,1.06,0.17591,0.00043,0.24718,0.0006,219.65,1.5,,True,False,False,True,2020-04-20 17:41:36+00:00,2020-04-20 17:42:38.767646+00:00
Med. 2 de consumo em rede trifasica (Need),0.32736,0.00112,0.37154,0.00113,217.56,5.31,0.49053,0.0001,0.63522,0.0002,219.97,1.16,0.17548,0.00021,0.24658,0.00029,219.53,1.5,,True,False,False,True,2020-04-20 17:39:06+00:00,2020-04-20 17:40:11.163810+00:00
Med. 2 de consumo em rede trifasica (Need),0.32624,0.00112,0.37041,0.00113,218.07,5.35,0.49043,8e-05,0.63502,0.00015,220.33,1.19,0.17527,0.00021,0.24629,0.00028,220.27,1.49,,True,False,False,True,2020-04-20 17:36:35+00:00,2020-04-20 17:37:40.807228+00:00
Med. 2 de consumo em rede trifasica (Need),0.32512,0.0011,0.36928,0.00111,217.58,5.29,0.49035,0.00014,0.63487,0.00028,220.09,1.1,0.17506,0.00021,0.24601,0.00029,220.23,1.55,,True,False,False,True,2020-04-20 17:34:06+00:00,2020-04-20 17:35:11.473571+00:00
Med. 2 de consumo em rede trifasica (Need),0.32402,0.00114,0.36817,0.00115,217.88,5.31,0.49021,0.0001,0.63459,0.0002,220.35,1.14,0.17485,0.00021,0.24572,0.00029,219.94,1.53,,True,False,False,True,2020-04-20 17:31:32+00:00,2020-04-20 17:32:37.325399+00:00
Med. 2 de consumo em rede trifasica (Need),0.32288,0.00111,0.36702,0.00112,218.2,5.28,0.49011,0.00012,0.63439,0.00024,220.43,1.18,0.17464,0.00043,0.24543,0.0006,220.3,1.65,,True,False,False,True,2020-04-20 17:28:58+00:00,2020-04-20 17:30:00.904521+00:00
Med. 2 de consumo em rede trifasica (Need),0.32177,0.00111,0.3659,0.00112,217.96,5.3,0.48999,0.00012,0.63415,0.00024,220.71,1.27,0.17421,0.00021,0.24483,0.00029,220.12,1.57,,True,False,False,True,2020-04-20 17:26:28+00:00,2020-04-20 17:27:30.683598+00:00
Med. 2 de consumo em rede trifasica (Need),0.32066,0.00113,0.36478,0.00114,217.32,5.35,0.48987,0.0001,0.63391,0.00019,220.4,1.27,0.174,0.00021,0.24454,0.00029,220.03,1.48,,True,False,False,True,2020-04-20 17:23:58+00:00,2020-04-20 17:25:02.870590+00:00
Med. 2 de consumo em rede trifasica (Need),0.31953,0.00114,0.36364,0.00115,217.54,5.35,0.48977,0.00016,0.63372,0.00032,220.48,1.18,0.17379,0.00021,0.24425,0.00029,219.81,1.51,,True,False,False,True,2020-04-20 17:21:27+00:00,2020-04-20 17:22:31.869800+00:00
Med. 2 de consumo em rede trifasica (Need),0.31839,0.00113,0.36249,0.00115,217.64,5.38,0.48961,0.00011,0.6334,0.0002,220.8,1.01,0.17358,0.00043,0.24396,0.0006,219.32,1.62,,True,False,False,True,2020-04-20 17:18:54+00:00,2020-04-20 17:19:59.750587+00:00
Med. 2 de consumo em rede trifasica (Need),0.31726,0.00112,0.36134,0.00113,217.97,5.3,0.4895,0.0001,0.6332,0.00022,221.34,1.16,0.17315,0.00021,0.24336,0.00028,218.98,1.49,,True,False,False,True,2020-04-20 17:16:24+00:00,2020-04-20 17:17:26.426907+00:00
Med. 2 de consumo em rede trifasica (Need),0.31614,0.00113,0.36021,0.00114,217.77,5.35,0.4894,0.0001,0.63298,0.0002,220.91,1.05,0.17294,0.00021,0.24308,0.00029,219.53,1.54,,True,False,False,True,2020-04-20 17:13:54+00:00,2020-04-20 17:14:56.274635+00:00
Med. 2 de consumo em rede trifasica (Need),0.31501,0.00111,0.35907,0.00112,217.3,5.31,0.4893,0.0001,0.63278,0.0002,220.78,1.04,0.17273,0.00021,0.24279,0.00029,219.39,1.66,,True,False,False,True,2020-04-20 17:11:23+00:00,2020-04-20 17:12:25.551664+00:00
Med. 2 de consumo em rede trifasica (Need),0.3139,0.00112,0.35795,0.00113,217.38,5.34,0.4892,0.00012,0.63258,0.00023,220.54,1.09,0.17252,0.00021,0.2425,0.00028,219.33,1.5,,True,False,False,True,2020-04-20 17:08:49+00:00,2020-04-20 17:09:51.955639+00:00
Med. 2 de consumo em rede trifasica (Need),0.31278,0.00112,0.35682,0.00113,217.67,5.33,0.48908,0.0001,0.63235,0.00021,220.73,1.02,0.17231,0.00021,0.24222,0.00029,219.65,1.62,,True,False,False,True,2020-04-20 17:06:17+00:00,2020-04-20 17:07:21.915586+00:00
Med. 2 de consumo em rede trifasica (Need),0.31166,0.00111,0.35569,0.00113,217.91,5.31,0.48898,0.0001,0.63214,0.00022,220.66,1.03,0.1721,0.00021,0.24193,0.00029,219.59,1.6,,True,False,False,True,2020-04-20 17:03:46+00:00,2020-04-20 17:04:51.180864+00:00
Med. 2 de consumo em rede trifasica (Need),0.31055,0.00112,0.35456,0.00113,217.04,5.35,0.48888,0.0001,0.63192,0.0002,220.93,1.09,0.17189,0.00021,0.24164,0.00029,220.59,1.55,,True,False,False,True,2020-04-20 17:01:16+00:00,2020-04-20 17:02:21.510086+00:00
Med. 2 de consumo em rede trifasica (Need),0.30943,0.00112,0.35343,0.00113,216.58,5.34,0.48878,0.0001,0.63172,0.00019,220.74,1.11,0.17168,0.00021,0.24135,0.00029,220.33,1.5,,True,False,False,True,2020-04-20 16:58:45+00:00,2020-04-20 16:59:47.638005+00:00
Med. 2 de consumo em rede trifasica (Need),0.30831,0.00111,0.3523,0.00113,216.84,5.36,0.48868,0.0001,0.63153,0.00019,220.46,1.02,0.17147,0.00019,0.24106,0.00026,220.48,1.55,,True,False,False,True,2020-04-20 16:56:15+00:00,2020-04-20 16:57:17.358915+00:00
Med. 2 de consumo em rede trifasica (Need),0.3072,0.00153,0.35117,0.00155,217.5,5.37,0.48858,0.00015,0.63134,0.00033,220.79,1.07,0.17128,0.00027,0.2408,0.00036,220.95,1.46,,True,False,False,True,2020-04-20 16:53:42+00:00,2020-04-20 16:54:47.221529+00:00
Med. 2 de consumo em rede trifasica (Need),0.30567,0.00113,0.34962,0.00114,217.3,5.34,0.48843,0.00011,0.63101,0.00022,221.07,1.14,0.17101,0.0002,0.24044,0.00027,220.54,1.57,,True,False,False,True,2020-04-20 16:51:08+00:00,2020-04-20 16:52:10.334777+00:00
Med. 2 de consumo em rede trifasica (Need),0.30454,0.00112,0.34848,0.00113,217.28,5.36,0.48832,0.0001,0.63079,0.00021,221.11,1.16,0.17081,0.0002,0.24017,0.00027,221.0,1.42,,True,False,False,True,2020-04-20 16:48:37+00:00,2020-04-20 16:49:39.619420+00:00
Med. 2 de consumo em rede trifasica (Need),0.30342,0.00114,0.34735,0.00116,217.56,5.41,0.48822,0.0001,0.63058,0.0003,220.0,3.84,0.17061,0.0002,0.2399,0.00027,221.31,1.61,,True,False,False,True,2020-04-20 16:46:07+00:00,2020-04-20 16:47:11.631103+00:00
Med. 2 de consumo em rede trifasica (Need),0.30228,0.00114,0.34619,0.00116,218.55,5.37,0.48812,0.00181,0.63028,0.00185,217.71,8.54,0.17041,0.00047,0.23963,0.00068,221.4,1.87,,False,False,False,True,2020-04-20 16:43:36+00:00,2020-04-20 16:44:41.192320+00:00
Med. 2 de consumo em rede trifasica (Need),0.30114,0.00114,0.34503,0.00116,218.44,5.4,0.48631,0.00182,0.62843,0.0019,217.64,8.77,0.16994,0.00026,0.23895,0.00035,221.81,1.96,,True,False,False,True,2020-04-20 16:38:34+00:00,2020-04-20 16:39:36.418911+00:00
Med. 2 de consumo em rede trifasica (Need),0.3,0.00114,0.34387,0.00116,218.19,5.38,0.48449,0.00179,0.62653,0.0019,217.88,8.78,0.16968,0.00026,0.2386,0.00035,221.98,1.91,,True,False,False,True,2020-04-20 16:36:03+00:00,2020-04-20 16:37:05.876608+00:00
Med. 2 de consumo em rede trifasica (Need),0.29886,0.00114,0.34271,0.00115,217.96,5.35,0.4827,0.00179,0.62463,0.00184,217.66,8.47,0.16942,0.00025,0.23825,0.00037,221.76,1.95,,True,False,False,True,2020-04-20 16:33:30+00:00,2020-04-20 16:34:32.764418+00:00
Med. 2 de consumo em rede trifasica (Need),0.29772,0.00112,0.34156,0.00114,217.95,5.42,0.48091,0.00172,0.62279,0.00177,217.81,8.55,0.16917,0.00026,0.23788,0.00036,221.54,1.84,,True,False,False,True,2020-04-20 16:31:00+00:00,2020-04-20 16:32:02.377991+00:00
Med. 2 de consumo em rede trifasica (Need),0.2966,0.00116,0.34042,0.00117,218.24,5.4,0.47919,0.00181,0.62102,0.00185,217.79,8.56,0.16891,0.00026,0.23752,0.00035,221.68,1.91,,True,False,False,True,2020-04-20 16:28:29+00:00,2020-04-20 16:29:32.014895+00:00
Med. 2 de consumo em rede trifasica (Need),0.29544,0.00112,0.33925,0.00113,218.1,5.35,0.47738,0.00173,0.61917,0.00177,217.55,8.41,0.16865,0.00025,0.23717,0.00035,220.84,1.87,,True,False,False,True,2020-04-20 16:25:59+00:00,2020-04-20 16:27:04.207479+00:00
Med. 2 de consumo em rede trifasica (Need),0.29432,0.00112,0.33812,0.00113,217.59,5.36,0.47565,0.00169,0.6174,0.00173,219.28,3.11,0.1684,0.00026,0.23682,0.00036,220.7,1.93,,True,False,False,True,2020-04-20 16:23:28+00:00,2020-04-20 16:24:33.744882+00:00
Med. 2 de consumo em rede trifasica (Need),0.2932,0.00113,0.33699,0.00114,217.39,5.34,0.47396,0.00014,0.61567,0.00027,220.6,1.05,0.16814,0.00027,0.23646,0.00037,219.71,1.89,,True,False,False,True,2020-04-20 16:20:56+00:00,2020-04-20 16:22:00.892525+00:00
Med. 2 de consumo em rede trifasica (Need),0.29207,0.00111,0.33585,0.00113,217.64,5.36,0.47382,0.00013,0.6154,0.00025,220.78,1.15,0.16787,0.00026,0.23609,0.00035,220.56,1.86,,True,False,False,True,2020-04-20 16:18:22+00:00,2020-04-20 16:19:27.264712+00:00
Med. 2 de consumo em rede trifasica (Need),0.29096,0.00115,0.33472,0.00116,216.7,5.38,0.47369,9e-05,0.61515,0.00019,220.32,1.13,0.16761,0.00025,0.23574,0.00034,219.53,1.85,,True,False,False,True,2020-04-20 16:15:48+00:00,2020-04-20 16:16:53.142961+00:00
Med. 2 de consumo em rede trifasica (Need),0.28981,0.00111,0.33356,0.00112,216.58,5.39,0.4736,0.00013,0.61496,0.00026,220.76,1.12,0.16736,0.00047,0.2354,0.00066,219.48,1.83,,True,False,False,True,2020-04-20 16:13:14+00:00,2020-04-20 16:14:16.712588+00:00
Med. 2 de consumo em rede trifasica (Need),0.2887,0.00114,0.33244,0.00116,217.13,5.42,0.47347,0.0001,0.6147,0.00021,221.03,1.15,0.16689,0.00026,0.23474,0.00034,220.66,1.84,,True,False,False,True,2020-04-20 16:10:41+00:00,2020-04-20 16:11:43.240158+00:00
Med. 2 de consumo em rede trifasica (Need),0.28756,0.00114,0.33128,0.00115,217.92,5.38,0.47337,0.0001,0.61449,0.0002,217.87,5.72,0.16663,0.00025,0.2344,0.00035,220.25,1.92,,True,False,False,True,2020-04-20 16:08:07+00:00,2020-04-20 16:09:12.135917+00:00
Med. 2 de consumo em rede trifasica (Need),0.28642,0.00113,0.33013,0.00114,218.36,5.36,0.47327,0.00171,0.61429,0.00175,216.48,8.51,0.16638,0.00026,0.23405,0.00036,220.97,1.87,,True,False,False,True,2020-04-20 16:05:35+00:00,2020-04-20 16:06:37.359993+00:00
Med. 2 de consumo em rede trifasica (Need),0.28529,0.00114,0.32899,0.00115,218.29,5.39,0.47156,0.00177,0.61254,0.00182,216.22,8.68,0.16612,0.00047,0.23369,0.00068,221.22,2.05,,True,False,False,True,2020-04-20 16:03:01+00:00,2020-04-20 16:04:03.666208+00:00
Med. 2 de consumo em rede trifasica (Need),0.28415,0.00116,0.32784,0.00118,218.17,5.45,0.46979,0.0018,0.61072,0.00185,216.62,8.7,0.16565,0.00028,0.23301,0.00039,221.36,2.08,,True,False,False,True,2020-04-20 15:57:57+00:00,2020-04-20 15:58:59.327739+00:00
Med. 2 de consumo em rede trifasica (Need),0.28299,0.00115,0.32666,0.00116,218.8,5.35,0.46799,0.00179,0.60887,0.00183,217.0,8.57,0.16537,0.00028,0.23262,0.00038,221.21,2.02,,True,False,False,True,2020-04-20 15:55:26+00:00,2020-04-20 15:56:29.319850+00:00
Med. 2 de consumo em rede trifasica (Need),0.28184,0.00114,0.3255,0.00116,218.92,5.36,0.4662,0.00181,0.60704,0.00186,217.09,8.59,0.16509,0.00027,0.23224,0.00037,222.31,1.99,,True,False,False,True,2020-04-20 15:52:54+00:00,2020-04-20 15:53:56.520105+00:00
Med. 2 de consumo em rede trifasica (Need),0.2807,0.00113,0.32434,0.00114,218.27,5.35,0.46439,0.00177,0.60518,0.00189,216.42,8.55,0.16482,0.00029,0.23187,0.0004,221.81,2.16,,True,False,False,True,2020-04-20 15:50:23+00:00,2020-04-20 15:51:26.098679+00:00
Med. 2 de consumo em rede trifasica (Need),0.27957,0.00113,0.3232,0.00114,219.1,5.32,0.46262,0.00174,0.60329,0.00179,216.25,8.58,0.16453,0.00027,0.23147,0.00037,221.71,1.87,,True,False,False,True,2020-04-20 15:47:53+00:00,2020-04-20 15:48:58.173146+00:00
Med. 2 de consumo em rede trifasica (Need),0.27844,0.00113,0.32206,0.00115,219.35,5.31,0.46088,0.00176,0.6015,0.00181,217.0,8.44,0.16426,0.00027,0.2311,0.00038,220.86,2.01,,True,False,False,True,2020-04-20 15:45:23+00:00,2020-04-20 15:46:27.748456+00:00
Med. 2 de consumo em rede trifasica (Need),0.27731,0.00113,0.32091,0.00115,219.0,5.37,0.45912,0.00176,0.59969,0.00181,216.82,8.5,0.16399,0.00029,0.23072,0.00039,221.38,1.93,,True,False,False,True,2020-04-20 15:42:52+00:00,2020-04-20 15:43:54.720026+00:00
Med. 2 de consumo em rede trifasica (Need),0.27618,0.00112,0.31976,0.00114,218.83,5.32,0.45736,0.00177,0.59788,0.00181,216.53,8.47,0.1637,0.00027,0.23033,0.00036,220.82,1.97,,True,False,False,True,2020-04-20 15:40:19+00:00,2020-04-20 15:41:22.075945+00:00
Med. 2 de consumo em rede trifasica (Need),0.27506,0.00113,0.31862,0.00115,219.25,5.38,0.45559,0.00174,0.59607,0.00179,216.83,8.52,0.16343,0.00027,0.22997,0.00037,220.76,2.0,,True,False,False,True,2020-04-20 15:37:46+00:00,2020-04-20 15:38:48.462215+00:00
Med. 2 de consumo em rede trifasica (Need),0.27393,0.00114,0.31747,0.00115,219.37,5.36,0.45385,0.00178,0.59428,0.00183,217.24,8.56,0.16316,0.00027,0.2296,0.00037,220.65,2.04,,True,False,False,True,2020-04-20 15:35:12+00:00,2020-04-20 15:36:14.938374+00:00
Med. 2 de consumo em rede trifasica (Need),0.27279,0.00114,0.31632,0.00115,219.72,5.38,0.45207,0.00178,0.59245,0.00182,217.01,8.69,0.16289,0.00044,0.22923,0.00065,219.95,2.01,,True,False,False,True,2020-04-20 15:32:38+00:00,2020-04-20 15:33:40.735401+00:00
Med. 2 de consumo em rede trifasica (Need),0.27165,0.00113,0.31517,0.00115,219.37,5.36,0.45029,0.00177,0.59063,0.00183,216.48,8.75,0.16245,0.00027,0.22858,0.00037,220.14,1.99,,True,False,False,True,2020-04-20 15:30:08+00:00,2020-04-20 15:31:12.772531+00:00
Med. 2 de consumo em rede trifasica (Need),0.27052,0.00114,0.31402,0.00115,219.44,5.33,0.44852,0.00181,0.5888,0.00187,216.44,8.67,0.16218,0.00028,0.22821,0.00038,220.96,2.0,,True,False,False,True,2020-04-20 15:27:37+00:00,2020-04-20 15:28:40.026313+00:00
Med. 2 de consumo em rede trifasica (Need),0.26938,0.00114,0.31287,0.00116,219.62,5.32,0.44671,0.00174,0.58693,0.00179,216.45,8.5,0.1619,0.00028,0.22783,0.00038,221.18,2.0,,True,False,False,True,2020-04-20 15:25:04+00:00,2020-04-20 15:26:07.389719+00:00
Med. 2 de consumo em rede trifasica (Need),0.26824,0.00114,0.31171,0.00115,219.47,5.33,0.44497,0.00175,0.58514,0.00179,216.44,8.58,0.16162,0.00028,0.22745,0.00038,220.85,2.05,,True,False,False,True,2020-04-20 15:22:34+00:00,2020-04-20 15:23:39.636139+00:00
Med. 2 de consumo em rede trifasica (Need),0.2671,0.00115,0.31056,0.00116,219.55,5.34,0.44322,0.00177,0.58335,0.00182,216.71,8.61,0.16134,0.00027,0.22707,0.00037,220.89,2.06,,True,False,False,True,2020-04-20 15:20:00+00:00,2020-04-20 15:21:03.000190+00:00
Med. 2 de consumo em rede trifasica (Need),0.26595,0.00111,0.3094,0.00112,219.25,5.35,0.44145,0.00177,0.58153,0.00182,216.58,8.6,0.16107,0.00028,0.2267,0.00038,220.87,2.04,,True,False,False,True,2020-04-20 15:17:26+00:00,2020-04-20 15:18:29.720242+00:00
Med. 2 de consumo em rede trifasica (Need),0.26484,0.00115,0.30828,0.00117,219.39,5.38,0.43968,0.00173,0.57971,0.00179,216.58,8.71,0.16079,0.0005,0.22632,0.00071,220.73,2.16,,True,False,False,True,2020-04-20 15:14:53+00:00,2020-04-20 15:15:55.479328+00:00
Med. 2 de consumo em rede trifasica (Need),0.26369,0.00115,0.30711,0.00116,218.89,5.38,0.43795,0.00183,0.57792,0.00188,216.6,8.7,0.16029,0.00027,0.22561,0.00038,221.13,2.27,,True,False,False,True,2020-04-20 15:12:20+00:00,2020-04-20 15:13:25.216026+00:00
Med. 2 de consumo em rede trifasica (Need),0.26254,0.00113,0.30595,0.00114,219.08,5.32,0.43612,0.00175,0.57604,0.0018,216.69,8.57,0.16002,0.00028,0.22523,0.00038,219.93,2.25,,True,False,False,True,2020-04-20 15:09:46+00:00,2020-04-20 15:10:49.116309+00:00
Med. 2 de consumo em rede trifasica (Need),0.26141,0.00113,0.30481,0.00114,219.22,5.33,0.43437,0.00177,0.57424,0.00182,216.93,8.57,0.15974,0.00034,0.22485,0.00043,219.52,2.31,,True,False,False,True,2020-04-20 15:07:12+00:00,2020-04-20 15:08:15.258851+00:00
Med. 2 de consumo em rede trifasica (Need),0.26028,0.00111,0.30367,0.00112,219.04,5.37,0.4326,0.00177,0.57242,0.00181,216.63,8.66,0.1594,0.00036,0.22442,0.00046,219.42,2.31,,True,False,False,True,2020-04-20 15:04:42+00:00,2020-04-20 15:05:45.130344+00:00
Med. 2 de consumo em rede trifasica (Need),0.25917,0.00113,0.30255,0.00115,218.66,5.35,0.43083,0.00178,0.57061,0.00182,216.76,8.67,0.15904,0.00034,0.22396,0.00042,220.06,2.3,,True,False,False,True,2020-04-20 15:02:11+00:00,2020-04-20 15:03:14.426174+00:00
Med. 2 de consumo em rede trifasica (Need),0.25804,0.00113,0.3014,0.00115,218.79,5.37,0.42905,0.0018,0.56879,0.00185,217.01,8.73,0.1587,0.00036,0.22354,0.00046,220.23,2.34,,True,False,False,True,2020-04-20 14:59:38+00:00,2020-04-20 15:00:40.800608+00:00
Med. 2 de consumo em rede trifasica (Need),0.25691,0.00113,0.30025,0.00115,218.87,5.4,0.42725,0.00183,0.56694,0.00188,216.9,8.84,0.15834,0.00036,0.22308,0.00046,220.38,2.3,,True,False,False,True,2020-04-20 14:57:05+00:00,2020-04-20 14:58:07.823965+00:00
Med. 2 de consumo em rede trifasica (Need),0.25578,0.00113,0.2991,0.00114,218.73,5.36,0.42542,0.00178,0.56506,0.00182,217.31,8.71,0.15798,0.00033,0.22262,0.00042,220.71,2.28,,True,False,False,True,2020-04-20 14:54:31+00:00,2020-04-20 14:55:33.976619+00:00
Med. 2 de consumo em rede trifasica (Need),0.25465,0.00112,0.29796,0.00113,218.97,5.34,0.42364,0.00174,0.56324,0.00179,215.72,8.65,0.15765,0.00057,0.2222,0.00075,220.44,2.36,,True,False,False,True,2020-04-20 14:51:57+00:00,2020-04-20 14:53:02.585070+00:00
Med. 2 de consumo em rede trifasica (Need),0.25353,0.00114,0.29683,0.00115,218.47,5.35,0.4219,0.00178,0.56145,0.00183,216.96,8.62,0.15708,0.00034,0.22145,0.00043,220.37,2.44,,True,False,False,True,2020-04-20 14:49:23+00:00,2020-04-20 14:50:26.934138+00:00
Med. 2 de consumo em rede trifasica (Need),0.25239,0.00115,0.29568,0.00116,218.72,5.37,0.42012,0.00179,0.55962,0.00184,216.36,8.61,0.15674,0.00034,0.22102,0.00043,220.85,2.36,,True,False,False,True,2020-04-20 14:46:50+00:00,2020-04-20 14:47:52.487185+00:00
Med. 2 de consumo em rede trifasica (Need),0.25124,0.00152,0.29452,0.00154,218.43,5.38,0.41833,0.00236,0.55778,0.00242,216.35,8.68,0.1564,0.00076,0.22059,0.00102,220.7,2.46,,True,False,False,True,2020-04-20 14:44:17+00:00,2020-04-20 14:45:22.686908+00:00
Med. 2 de consumo em rede trifasica (Need),0.24972,0.00115,0.29298,0.00116,218.62,5.36,0.41597,0.00182,0.55536,0.00186,215.99,8.64,0.15564,0.00035,0.21957,0.00044,220.61,2.43,,True,False,False,True,2020-04-20 14:41:47+00:00,2020-04-20 14:42:49.500921+00:00
Med. 2 de consumo em rede trifasica (Need),0.24857,0.00112,0.29182,0.00113,218.49,5.39,0.41415,0.00182,0.5535,0.00187,216.82,8.67,0.15529,0.00057,0.21913,0.0008,220.24,2.43,,True,False,False,True,2020-04-20 14:39:13+00:00,2020-04-20 14:40:18.530172+00:00
Med. 2 de consumo em rede trifasica (Need),0.24745,0.00115,0.29069,0.00117,219.1,5.35,0.41233,0.00182,0.55163,0.0019,216.66,8.61,0.15472,0.00033,0.21833,0.00042,220.04,2.33,,True,False,False,True,2020-04-20 14:36:42+00:00,2020-04-20 14:37:45.347978+00:00
Med. 2 de consumo em rede trifasica (Need),0.2463,0.00114,0.28952,0.00115,219.39,5.32,0.41051,0.00175,0.54973,0.00179,216.46,8.57,0.15439,0.00033,0.21791,0.00042,220.49,2.28,,False,False,False,True,2020-04-20 14:34:12+00:00,2020-04-20 14:35:17.229228+00:00
Med. 2 de consumo em rede trifasica (Need),0.24516,0.00112,0.28837,0.00114,219.6,5.39,0.40876,0.00177,0.54794,0.00181,216.45,8.62,0.15406,0.00034,0.21749,0.00043,220.6,2.28,,True,False,False,True,2020-04-20 14:29:10+00:00,2020-04-20 14:30:12.729364+00:00
